"","SchCode","COUNTY","PubPriv","District.x","CITY","School.x","Total","UptodateTot","UptodatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","Reported","PBEPctCalc","CDSCode","County","District.y","School.y","Street","City","Zip","State","Phone"
"17",106898,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","THE LANGUAGE ACADEMY OF SACRAMENTO",66,64,97,0,0,2,3,0,0,64,97,64,97,64,97,64,97,64,97,"Y",0,"34674390106898","Sacramento","Sacramento City Unified","The Language Academy of Sacramento","2850 49th Street","Sacramento","95817","CA","(916) 277-7137"
"18",107227,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","CAMERON PARK","CHARTER MONTESSORI BLUE OAK CAMPUS",44,38,86,1,2,0,0,5,11,39,89,38,86,39,89,38,86,39,89,"Y",0.113636363636364,"9618380107227","El Dorado","Buckeye Union Elementary","Charter Montessori Blue Oak Campus","2391 Merrychase Drive","Cameron Park","95682","CA","(530) 676-0164"
"19",107318,"SUTTER","PUBLIC","YUBA CITY UNIFIED","YUBA CITY","TWIN RIVERS CHARTER",43,39,91,0,0,0,0,4,9,39,91,39,91,39,91,39,91,39,91,"Y",0.0930232558139535,"51714640107318","Sutter","Yuba City Unified","Twin Rivers Charter","840 Cooper Avenue","Yuba City","95991-3849","CA","(530) 755-2872"
"20",107375,"YUBA","PUBLIC","PLUMAS LAKE ELEMENTARY","PLUMAS LAKE","RIO DEL ORO ELEMENTARY",86,83,97,1,1,0,0,2,2,83,97,83,97,83,97,83,97,83,97,"Y",0.0232558139534884,"58727440107375","Yuba","Plumas Lake Elementary","Rio Del Oro Elementary","1220 Zanes Drive","Plumas Lake","95961","CA","(530) 749-0690"
"21",107946,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","GALT","LAKE CANYON ELEMENTARY",80,76,95,2,3,0,0,2,3,76,95,76,95,76,95,77,96,77,96,"Y",0.025,"34673480107946","Sacramento","Galt Joint Union Elementary","Lake Canyon Elementary","800 Lake Canyon Avenue","Galt","95632","CA","(209) 744-5200"
"22",108050,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","RUHKALA ELEMENTARY",48,31,65,12,25,0,0,5,10,34,71,35,73,34,71,41,85,40,83,"Y",0.104166666666667,"31750850108050","Placer","Rocklin Unified","Ruhkala Elementary","6530 Turnstone Way","Rocklin","95765","CA","(916) 632-6560"
"23",108258,"EL DORADO","PUBLIC","RESCUE UNION ELEMENTARY","EL DORADO HILLS","LAKEVIEW ELEMENTARY",105,96,91,2,2,0,0,7,7,97,92,97,92,96,91,97,92,98,93,"Y",0.0666666666666667,"9619780108258","El Dorado","Rescue Union Elementary","Lakeview Elementary","3371 Brittany Way","El Dorado Hills","95762","CA","(916) 941-2600"
"24",108415,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","RIO LINDA","HERITAGE PEAK CHARTER",43,23,53,13,30,0,0,7,16,29,67,28,65,26,60,30,70,34,79,"Y",0.162790697674419,"34765050108415","Sacramento","Twin Rivers Unified","Heritage Peak Charter","6450 20th Street","Rio Linda","95673","CA","(866) 992-9033"
"25",108514,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","FOSKETT RANCH ELEMENTARY",85,76,89,1,1,0,0,8,9,76,89,76,89,76,89,77,91,77,91,"Y",0.0941176470588235,"31669510108514","Placer","Western Placer Unified","Foskett Ranch Elementary","1561 Joiner Parkway","Lincoln","95648-2969","CA","(916) 434-5255"
"26",108720,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","ARNOLD ADREANI ELEMENTARY",96,94,98,1,1,0,0,1,1,94,98,95,99,95,99,95,99,95,99,"Y",0.0104166666666667,"34673140108720","Sacramento","Elk Grove Unified","Arnold Adreani Elementary","9927 Wildhawk West Drive","Sacramento","95829","CA","(916) 525-0630"
"27",108738,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","HELEN CARR CASTELLO ELEMENTARY",116,109,94,2,2,0,0,5,4,109,94,109,94,109,94,111,96,111,96,"Y",0.0431034482758621,"34673140108738","Sacramento","Elk Grove Unified","Helen Carr Castello Elementary","9850 Fire Poppy Drive","Elk Grove","95757","CA","(916) 686-1725"
"28",108795,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","NORTH HIGHLANDS","CREATIVE CONNECTIONS ARTS ACADEMY",46,40,87,1,2,0,0,5,11,40,87,41,89,40,87,41,89,41,89,"Y",0.108695652173913,"34765050108795","Sacramento","Twin Rivers Unified","Creative Connections Arts Academy","7201 Arutas Drive","North Highlands","95660","CA","(916) 566-1870"
"29",108837,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","MCCLELLAN","COMMUNITY COLLABORATIVE CHARTER",66,11,17,13,20,0,0,42,64,14,21,14,21,21,32,14,21,20,30,"Y",0.636363636363636,"34765050108837","Sacramento","Twin Rivers Unified","Community Collaborative Charter","5715 Skvarla Avenue","McClellan","95652","CA","(916) 286-5161"
"30",108860,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","SACRAMENTO","WESTLAKE CHARTER",110,107,97,0,0,0,0,3,3,107,97,107,97,107,97,107,97,107,97,"Y",0.0272727272727273,"34752830108860","Sacramento","Natomas Unified","Westlake Charter","3800 Del Paso Road","Sacramento","95834","CA","(916) 567-5760"
"31",109793,"SUTTER","PUBLIC","MARCUM-ILLINOIS UNION ELEMENTARY","PLACERVILLE","SOUTH SUTTER CHARTER",143,62,43,0,0,0,0,81,57,62,43,62,43,62,43,62,43,62,43,"Y",0.566433566433566,"51714070109793","Sutter","Marcum-Illinois Union Elementary","South Sutter Charter","2452 El Centro Boulevard","East Nicolaus","95659-9748","CA","(530) 295-3566"
"32",109827,"PLACER","PUBLIC","NEWCASTLE ELEMENTARY","NEWCASTLE","NEWCASTLE CHARTER",47,35,74,7,15,0,0,5,11,35,74,35,74,35,74,42,89,42,89,"Y",0.106382978723404,"31668520109827","Placer","Newcastle Elementary","Newcastle Charter","8951 Valley View Drive","Newcastle","95658","CA","(916) 663-3307"
"33",110155,"EL DORADO","PUBLIC","LAKE TAHOE UNIFIED","SOUTH LAKE TAHOE","LAKE TAHOE ENVIRONMENTAL SCIENCE MAGNET",65,47,72,5,8,0,0,13,20,49,75,48,74,50,77,50,77,50,77,"Y",0.2,"9619030110155","El Dorado","Lake Tahoe Unified","Lake Tahoe Environmental Science Magnet","1095 San Bernardino Avenue","South Lake Tahoe","96150","CA","(530) 543-2371"
"34",111104,"PLACER","PUBLIC","DRY CREEK JOINT ELEMENTARY","ANTELOPE","BARRETT RANCH ELEMENTARY",70,57,81,1,1,0,0,12,17,57,81,57,81,58,83,57,81,58,83,"Y",0.171428571428571,"31668030111104","Placer","Dry Creek Joint Elementary","Barrett Ranch Elementary","7720 Ocean Park Drive","Antelope","95843","CA","(916) 770-8839"
"35",111112,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","CARROLL ELEMENTARY",119,119,100,0,0,0,0,0,0,119,100,119,100,119,100,119,100,119,100,"Y",0,"34673140111112","Sacramento","Elk Grove Unified","Carroll Elementary","10325 Stathos Drive","Elk Grove","95757","CA","(916) 714-0106"
"36",111138,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","SACRAMENTO","HERON",126,108,86,15,12,2,2,1,1,114,90,116,92,112,89,118,94,118,94,"Y",0.00793650793650794,"34752830111138","Sacramento","Natomas Unified","Heron","5151 Banfield Drive","Sacramento","95835","CA","(916) 567-5680"
"37",111161,"SUTTER","PUBLIC","NUESTRO ELEMENTARY","SIMI VALLEY","CALIFORNIA VIRTUAL ACADEMY @ SUTTER",37,17,46,0,0,0,0,20,54,17,46,17,46,17,46,17,46,17,46,"Y",0.540540540540541,"51714230111161","Sutter","Nuestro Elementary","California Virtual Academy @ Sutter","2360 Shasta Way, Unit A","Simi Valley","93065","CA",""
"38",111278,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","RANCHO CORDOVA","NAVIGATOR ELEMENTARY",64,60,94,0,0,0,0,4,6,60,94,60,94,60,94,60,94,60,94,"Y",0.0625,"34673300111278","Sacramento","Folsom-Cordova Unified","Navigator Elementary","10679 Bear Hollow Drive","Rancho Cordova","95670","CA","(916) 294-2420"
"39",111401,"YOLO","PUBLIC","DAVIS JOINT UNIFIED","DAVIS","FRED T. KOREMATSU ELEMENTARY SCHOOL AT MACE RANCH",84,79,94,1,1,0,0,4,5,79,94,80,95,79,94,80,95,80,95,"Y",0.0476190476190476,"57726780111401","Yolo","Davis Joint Unified","Fred T. Korematsu Elementary School at Mace Ranch","3100 Loyola Drive","Davis","95616","CA","(530) 757-5358"
"40",111724,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","SHINGLE SPRINGS","CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS",46,40,87,5,11,0,0,1,2,42,91,41,89,41,89,43,93,45,98,"Y",0.0217391304347826,"9618380111724","El Dorado","Buckeye Union Elementary","California Montessori Project-Shingle Springs Campus","4645 Buckeye Road","Shingle Springs","95682-9505","CA","(530) 672-3095"
"41",111732,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","CALIFORNIA MONTESSORI PROJECT - ELK GROVE CAMPUS",84,72,86,6,7,0,0,6,7,74,88,76,90,73,87,77,92,76,90,"Y",0.0714285714285714,"34673140111732","Sacramento","Elk Grove Unified","California Montessori Project - Elk Grove Campus","8828 Elk Grove Boulevard, Suite 4","Elk Grove","95624-1875","CA","(916) 714-9699"
"42",111757,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS",45,37,82,2,4,0,0,6,13,39,87,37,82,39,87,39,87,39,87,"Y",0.133333333333333,"34674390111757","Sacramento","Sacramento City Unified","California Montessori Project - Capitol Campus","2635 Chestnut Hill Drive","Sacramento","95826","CA","(916) 325-0910"
"43",112169,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","CALIFORNIA MONTESSORI PROJECT-SAN JUAN CAMPUS",178,114,64,20,11,1,1,43,24,127,71,118,66,119,67,131,74,132,74,"Y",0.241573033707865,"34674470112169","Sacramento","San Juan Unified","California Montessori Project-San Juan Campus","5330A Gibbons Drive, Suite 700","Carmichael","95608-2117","CA","(916) 971-2432"
"44",113068,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","LINCOLN CROSSING ELEMENTARY",123,116,94,0,0,0,0,7,6,116,94,116,94,116,94,116,94,116,94,"Y",0.0569105691056911,"31669510113068","Placer","Western Placer Unified","Lincoln Crossing Elementary","635 Groveland Lane","Lincoln","95648","CA","(916) 434-5292"
"45",113134,"SUTTER","PUBLIC","YUBA CITY UNIFIED","YUBA CITY","RIVERBEND ELEMENTARY",82,81,99,1,1,0,0,0,0,82,100,82,100,82,100,81,99,82,100,"Y",0,"51714640113134","Sutter","Yuba City Unified","Riverbend Elementary","301 Stewart Road","Yuba City","95991","CA","(530) 822-3100"
"46",113399,"PLACER","PUBLIC","PLACER COUNTY OFFICE OF EDUCATION","NEWCASTLE","SIERRA VISTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"31103140113399","Placer","Placer County Office of Education","Sierra Vista","645 Kentucky Greens Way","Newcastle","95658","CA","(916) 415-4400"
"47",113621,"SACRAMENTO","PUBLIC","FOLSOM-CORDOVA UNIFIED","FOLSOM","RUSSELL RANCH ELEMENTARY",97,94,97,0,0,0,0,3,3,94,97,94,97,94,97,94,97,94,97,"Y",0.0309278350515464,"34673300113621","Sacramento","Folsom-Cordova Unified","Russell Ranch Elementary","375 Dry Creek Road","Folsom","95630-6186","CA","(916) 294-2430"
"48",113878,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","HIGHER LEARNING ACADEMY",38,36,95,1,3,0,0,1,3,36,95,37,97,36,95,36,95,37,97,"Y",0.0263157894736842,"34765050113878","Sacramento","Twin Rivers Unified","Higher Learning Academy","2625 Plover Street","Sacramento","95815","CA","(916) 286-5183"
"49",114371,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","ROCKLIN ACADEMY AT MEYERS STREET",24,23,96,1,4,0,0,0,0,24,100,24,100,24,100,23,96,24,100,"Y",0,"31750850114371","Placer","Rocklin Unified","Rocklin Academy at Meyers Street","5035 Meyers Street","Rocklin","95677-2811","CA","(916) 632-6580"
"50",114652,"YUBA","PUBLIC","PLUMAS LAKE ELEMENTARY","PLUMAS LAKE","COBBLESTONE ELEMENTARY",81,79,98,1,1,0,0,1,1,79,98,79,98,79,98,79,98,79,98,"Y",0.0123456790123457,"58727440114652","Yuba","Plumas Lake Elementary","Cobblestone Elementary","1718 Churchill Way","Plumas Lake","95961-9144","CA","(530) 634-9723"
"51",114660,"SACRAMENTO","PUBLIC","RIVER DELTA JOINT UNIFIED","CLARKSBURG","DELTA ELEMENTARY CHARTER",57,55,96,0,0,0,0,2,4,55,96,55,96,55,96,55,96,55,96,"Y",0.0350877192982456,"34674130114660","Sacramento","River Delta Joint Unified","Delta Elementary Charter","36230 North School Street","Clarksburg","95612","CA","(916) 744-1200"
"52",114702,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","RANCHO CORDOVA","SUNRISE ELEMENTARY",161,148,92,1,1,0,0,12,7,148,92,148,92,148,92,149,93,149,93,"Y",0.0745341614906832,"34673140114702","Sacramento","Elk Grove Unified","Sunrise Elementary","11821 Cobble Brook Drive","Rancho Cordova","95742-8008","CA","(916) 985-4350"
"53",114710,"YOLO","PUBLIC","WASHINGTON UNIFIED","WEST SACRAMENTO","STONEGATE ELEMENTARY",84,79,94,4,5,0,0,1,1,81,96,80,95,81,96,81,96,83,99,"Y",0.0119047619047619,"57726940114710","Yolo","Washington Unified","Stonegate Elementary","2500 La Jolla Street","West Sacramento","95691-4947","CA","(916) 375-7600"
"54",114983,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ORANGEVALE","GOLDEN VALLEY CHARTER SCHOOL OF SACRAMENTO",65,28,43,17,26,0,0,20,31,34,52,34,52,35,54,33,51,36,55,"Y",0.307692307692308,"34674470114983","Sacramento","San Juan Unified","Golden Valley Charter School of Sacramento","9601 Lake Natoma Drive","Orangevale","95662-5022","CA","(916) 987-6141"
"55",116624,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","JUNCTION ELEMENTARY",117,114,97,3,3,0,0,0,0,116,99,116,99,114,97,117,100,117,100,"Y",0,"31669100116624","Placer","Roseville City Elementary","Junction Elementary","2150 Ellison Drive","Roseville","95747","CA","(916) 771-1860"
"56",116806,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","SACRAMENTO","H. ALLEN HIGHT ELEMENTARY",120,99,83,19,16,1,1,1,1,102,85,105,88,99,83,113,94,114,95,"Y",0.00833333333333333,"34752830116806","Sacramento","Natomas Unified","H. Allen Hight Elementary","3200 North Park Drive","Sacramento","95835","CA","(916) 567-5700"
"57",116996,"YOLO","PUBLIC","WASHINGTON UNIFIED","WEST SACRAMENTO","RIVERBANK ELEMENTARY",102,79,77,13,13,0,0,10,10,83,81,83,81,82,80,88,86,90,88,"Y",0.0980392156862745,"57726940116996","Yolo","Washington Unified","Riverbank Elementary","1100 Carrie Street","West Sacramento","95605","CA","(916) 375-7700"
"58",117150,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","LOOMIS BASIN CHARTER",40,37,93,1,3,0,0,2,5,37,93,37,93,37,93,37,93,37,93,"Y",0.05,"31668450117150","Placer","Loomis Union Elementary","Loomis Basin Charter","5438 Laird Road","Loomis","95650","CA","(916) 652-2642"
"59",117879,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","MARIA MONTESSORI CHARTER ACADEMY",33,25,76,1,3,0,0,7,21,26,79,26,79,25,76,26,79,26,79,"Y",0.212121212121212,"31750850117879","Placer","Rocklin Unified","Maria Montessori Charter Academy","1850 Wildcat Boulevard","Rocklin","95765-5471","CA","(916) 630-1510"
"60",119214,"PLACER","PUBLIC","COLFAX ELEMENTARY","COLFAX","CORE PLACER CHARTER",10,6,60,0,0,0,0,4,40,6,60,6,60,6,60,6,60,6,60,"Y",0.4,"31667950119214","Placer","Colfax Elementary","CORE Placer Charter","1033 South Auburn Street","Colfax","95713","CA","(530) 346-8340"
"61",119362,"YUBA","PUBLIC","MARYSVILLE JOINT UNIFIED","MARYSVILLE","EDGEWATER ELEMENTARY",70,64,91,6,9,0,0,0,0,67,96,67,96,65,93,68,97,70,100,"Y",0,"58727360119362","Yuba","Marysville Joint Unified","Edgewater Elementary","5715 Oakwood Drive","Marysville","95901","CA","(530) 741-0866"
"62",119420,"SACRAMENTO","PUBLIC","GALT JOINT UNION ELEMENTARY","GALT","VERNON E. GREER ELEMENTARY",75,71,95,1,1,0,0,3,4,72,96,71,95,72,96,71,95,72,96,"Y",0.04,"34673480119420","Sacramento","Galt Joint Union Elementary","Vernon E. Greer Elementary","248 West A Street","Galt","95632-2449","CA","(209) 745-2641"
"63",120105,"PLACER","PUBLIC","NEWCASTLE ELEMENTARY","TAHOE CITY","CREEKSIDE COOPERATIVE CHARTER",22,18,82,1,5,0,0,3,14,19,86,18,82,19,86,19,86,19,86,"Y",0.136363636363636,"31668520120105","Placer","Newcastle Elementary","Creekside Charter","1916 Chamonix Pl","Olympic Valley","96146","CA","(530) 581-1036"
"64",120469,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","ASPIRE ALEXANDER TWILIGHT COLLEGE PREPARATORY ACADEMY",68,68,100,0,0,0,0,0,0,68,100,68,100,68,100,68,100,68,100,"Y",0,"34674470120469","Sacramento","San Juan Unified","Aspire Alexander Twilight College Preparatory Academy","2360 El Camino Avenue","Sacramento","95821","CA","(916) 979-1788"
"65",121244,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","SUNSET RANCH ELEMENTARY",109,88,81,18,17,0,0,3,3,91,83,93,85,92,84,99,91,99,91,"Y",0.0275229357798165,"31750850121244","Placer","Rocklin Unified","Sunset Ranch Elementary","2500 Bridlewood Drive","Rocklin","95765","CA","(916) 624-2048"
"66",121418,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","ROSEVILLE","JOHN ADAMS ACADEMY",86,65,76,6,7,0,0,15,17,66,77,66,77,65,76,71,83,70,81,"Y",0.174418604651163,"31668450121418","Placer","Loomis Union Elementary","John Adams Academy","One Sierragate Plaza","Roseville","95678-5423","CA","(916) 780-6800"
"67",121566,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","GEORGETOWN","AMERICAN RIVER CHARTER",22,15,68,1,5,1,5,5,23,15,68,15,68,15,68,15,68,16,73,"Y",0.227272727272727,"9737830121566","El Dorado","Black Oak Mine Unified","American River Charter","6620 Wentworth Springs Road","Georgetown","95634","CA","(530) 333-8340"
"68",121608,"PLACER","PUBLIC","NEWCASTLE ELEMENTARY","NEWCASTLE","HARVEST RIDGE COOPERATIVE CHARTER",59,46,78,1,2,0,0,12,20,46,78,46,78,46,78,46,78,46,78,"Y",0.203389830508475,"31668520121608","Placer","Newcastle Elementary","Harvest Ridge Cooperative Charter/Placer Academy","9050 Old State Highway","Newcastle","95658-9515","CA","(916) 259-1425"
"69",121624,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","TRUCKEE","SIERRA EXPEDITIONARY LEARNING",22,18,82,0,0,0,0,4,18,18,82,18,82,18,82,18,82,18,82,"Y",0.181818181818182,"31669440121624","Placer","Tahoe-Truckee Unified","Sierra Expeditionary Learning","11603 Donner Pass Road","Truckee","96161-4951","CA","(530) 414-5326"
"70",121632,"YUBA","PUBLIC","MARYSVILLE JOINT UNIFIED","MARYSVILLE","PARAGON COLLEGIATE ACADEMY",20,19,95,0,0,0,0,1,5,19,95,19,95,19,95,19,95,19,95,"Y",0.05,"58727360121632","Yuba","Marysville Joint Unified","Paragon Collegiate Academy","1608 Sampson Street","Marysville","95901-4314","CA","(530) 742-2505"
"71",121665,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","YAV PEM SUAB ACADEMY - PREPARING FOR THE FUTURE CHARTER",60,58,97,1,2,0,0,1,2,58,97,59,98,58,97,59,98,59,98,"Y",0.0166666666666667,"34674390121665","Sacramento","Sacramento City Unified","Yav Pem Suab Academy - Preparing for the Future Charter","7555 South Land Park Drive","Sacramento","95831-3863","CA","(916) 433-5057"
"72",121749,"YOLO","PUBLIC","WOODLAND JOINT UNIFIED","KNIGHTS LANDING","SCIENCE & TECHNOLOGY ACADEMY AT KNIGHTS LANDING",36,32,89,0,0,0,0,4,11,32,89,32,89,32,89,32,89,32,89,"Y",0.111111111111111,"57727100121749","Yolo","Woodland Joint Unified","Science & Technology Academy at Knights Landing","9544 Mill Street","Knights Landing","95645","CA","(530) 735-6435"
