"","FacNum","County","Type","City.x","Name.x","Total","VacTot","VacPct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HIBTot","HIBPct","HepBTot","HepBPct","VariTot","VariPct","ReportYN","PBEPctCalc","Capacity","LicStatus","Name.y","Address","City.y","State","Zipcode","Telephone","lon","lat"
"29",93610052,"EL DORADO","HEAD START","RESCUE","RESCUE PRESCHOOL",39,"38",97,1,3,0,0,4,10,34,87,34,87,35,90,35,90,34,87,35,90,"'Y'",0.102564102564103,49,"Licensed","RESCUE PRESCHOOL","3880 GREEN VALLEY RD.","RESCUE","CA",95672,"(530) 677-6814",-120.965035,38.7060869
"30",93610272,"EL DORADO","PRIVATE","EL DORADO HILLS","+ACI-PHOENIX SCHOOL",25,"22",88,3,12,0,0,0,0,24,96,25,100,24,96,25,100,25,100,24,96,"'Y'",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",93610277,"EL DORADO","PRIVATE","EL DORADO HILLS","GHS ACADEMY+AC0-JR. KINDERGARTEN",16,"16",100,0,0,0,0,2,13,15,94,15,94,14,88,15,94,15,94,15,94,"'Y'",0.125,15,"Licensed","GHS ACADEMY-JR. KINDERGARTEN","1060 SUNCAST LANE","EL DORADO HILLS","CA",95762,"(916) 933-0100",-121.069457,38.634709
"32",93610400,"EL DORADO","HEAD START","SOUTH LAKE TAHOE","AL TAHOE SCHOOL HEAD START",73,"73",100,0,0,1,1,0,0,73,100,73,100,72,99,73,100,73,100,72,99,"'Y'",0,93,"Licensed","AL TAHOE SCHOOL HEAD START","1100 LYONS AVE.","SOUTH LAKE TAHOE","CA",96150,"(530) 541-0284",-119.9753554,38.9378691
"33",93610482,"EL DORADO","PUBLIC","SOUTH LAKE TAHOE","TAHOE PARENTS NURSERY SCHOOL",27,"23",85,4,15,0,0,6,22,20,74,20,74,20,74,22,81,20,74,19,70,"'Y'",0.222222222222222,40,"Licensed","TAHOE PARENTS NURSERY SCHOOL","1100 LYONS AVE.","S. LAKE TAHOE","CA",96150,"(530) 541-8767",-119.9753554,38.9378691
"34",93610853,"EL DORADO","HEAD START","PLACERVILLE","GOLD OAK PRESCHOOL",18,"16",89,2,11,0,0,0,0,16,89,18,100,18,100,18,100,18,100,18,100,"'Y'",0,22,"Licensed","GOLD OAK PRESCHOOL","3171 PLEASANT VALLEY RD","PLACERVILLE","CA",95667,"(530) 622-9331",-120.7176892,38.6924589
"35",93612133,"EL DORADO","HEAD START","SHINGLE SPRINGS","BUCKEYE PRESCHOOL",23,"23",100,0,0,0,0,1,4,22,96,22,96,23,100,23,100,23,100,23,100,"'Y'",0.0434782608695652,24,"Licensed","BUCKEYE PRESCHOOL","4561 BUCKEYE ROAD","SHINGLE SPRINGS","CA",95682,"(530) 677-7216",-120.9151918,38.6694378
"36",93612217,"EL DORADO","PRIVATE","SOUTH LAKE TAHOE","UNDER THE MAGIC PINE TREE",47,"34",72,13,28,0,0,0,0,34,72,41,87,37,79,47,100,41,87,37,79,"'Y'",0,40,"Licensed","UNDER THE MAGIC PINE TREE","2111 SOUTH AVENUE","SOUTH LAKE TAHOE","CA",96150,"(530) 541-4848",-119.99996,38.912846
"37",93614058,"EL DORADO","PRIVATE","PLACERVILLE","FAMILY FIRST CHILDRENS CENTER",17,"12",71,5,29,0,0,3,18,9,53,13,76,13,76,11,65,12,71,10,59,"'Y'",0.176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",93614210,"EL DORADO","PRIVATE","CAMERON PARK","INCREDIBLE KIDS",35,"22",63,13,37,0,0,0,0,29,83,34,97,35,100,35,100,28,80,35,100,"'Y'",0,41,"Licensed","INCREDIBLE KIDS","3192 COUNTRY CLUB DRIVE","CAMERON PARK","CA",95682,"(530) 672-0214",-120.977802,38.6602541
"39",93614387,"EL DORADO","PUBLIC","SOUTH LAKE TAHOE","TAHOE VALLEY STATE PRESCHOOL",21,"20",95,1,5,0,0,1,5,20,95,20,95,20,95,20,95,20,95,19,90,"'Y'",0.0476190476190476,24,"Licensed","TAHOE VALLEY STATE PRESCHOOL","943 TAHOE ISLAND DRIVE","SOUTH LAKE TAHOE","CA",96150,"(530) 543-2360",-120.003674,38.921103
"40",93614390,"EL DORADO","PRIVATE","CAMERON PARK","MS. LISAS MONTESSORI",29,"29",100,0,0,3,10,0,0,26,90,26,90,26,90,26,90,26,90,26,90,"'Y'",0,45,"Licensed","MS. LISAS MONTESSORI","2558 GREENWOOD LANE","CAMERON PARK","CA",95682,"(530) 676-9393",-121.001466,38.658987
"41",93614550,"EL DORADO","PRIVATE","POLLOCK PINES","PINE TOP MONTESSORI SCHOOL",18,"13",72,5,28,0,0,0,0,13,72,13,72,13,72,13,72,13,72,13,72,"'Y'",0,30,"Licensed","PINE TOP MONTESSORI SCHOOL","6526 PONY EXPRESS TRAIL","POLLOCK PINES","CA",95726,"(530) 644-4373",-120.5755314,38.7631422
"42",93614561,"EL DORADO","PRIVATE","PLACERVILLE","HIS KIDS CHRISTIAN PRESCHOOL",30,"30",100,0,0,0,0,0,0,30,100,30,100,30,100,30,100,30,100,30,100,"'Y'",0,30,"Licensed","HIS KIDS CHRISTIAN PRESCHOOL","6189 MOTHER LOAD DR.","PLACERVILLE","CA",95667,"(530) 626-2575",-120.857396,38.694971
"43",93614599,"EL DORADO","PUBLIC","EL DORADO HILLS","WILLIAM BROOKS PRESCHOOL",19,"19",100,0,0,0,0,1,5,19,100,19,100,19,100,19,100,19,100,18,95,"'Y'",0.0526315789473684,24,"Licensed","WILLIAM BROOKS PRESCHOOL","3610 PARK DRIVE","EL DORADO HILLS","CA",95762,"(530) 622-7130",-121.0796822,38.6592728
"44",93615280,"EL DORADO","PRIVATE","EL DORADO HILLS","+ACI-BUSY BEES PRESCHOOL",92,"86",93,6,7,0,0,3,3,86,93,89,97,91,99,92,100,86,93,90,98,"'Y'",0.0326086956521739,36,"Licensed","BUSY BEES PRESCHOOL","1261 HAWKS FLIGHT CT. STE. F","EL DORADO HILLS","CA",95762,"(916) 933-3797",-121.0665049,38.6382706
"45",93615283,"EL DORADO","PUBLIC","EL DORADO HILLS","JACKSON PRESCHOOL",21,"21",100,0,0,1,5,0,0,20,95,20,95,20,95,20,95,20,95,20,95,"'Y'",0,24,"Licensed","JACKSON PRESCHOOL","2561 FRANCISCO DRIVE","EL DORADO HILLS","CA",95762,"(916) 677-2875",-121.080354,38.704274
"46",93615347,"EL DORADO","PRIVATE","CAMERON PARK","KIDS TOWN INFANT AND TODDLER PRESCHOOL CC",35,"27",77,8,23,0,0,0,0,29,83,31,89,29,83,32,91,30,86,27,77,"'Y'",0,30,"Licensed","KIDS TOWN INFANT AND TODDLER PRESCHOOL CC","3460 ROBIN LANE","CAMERON PARK","CA",95682,"(530) 677-0201",-120.966573,38.65517
"47",93615643,"EL DORADO","PRIVATE","GARDEN VALLEY","MISS MONICAS GARDEN VALLEY PRESCHOOL AND DAYCARE",10,"3",30,7,70,0,0,0,0,4,40,9,90,8,80,9,90,8,80,8,80,"'Y'",0,15,"Licensed","MISS MONICAS GARDEN VALLEY PRESCHOOL AND DAYCARE","4671 MARSHALL ROAD","GARDEN VALLEY","CA",95633,"(530) 333-1253",-120.850058,38.859374
"48",93615679,"EL DORADO","PRIVATE","SOMERSET","PIONEER COMMUNITY PRESCHOOL",11,"10",91,1,9,0,0,0,0,10,91,11,100,11,100,11,100,11,100,11,100,"'Y'",0,12,"Licensed","PIONEER COMMUNITY PRESCHOOL","6860 MT. AUKUM ROAD","SOMERSET","CA",95684,"(530) 620-3556",-120.713785,38.606045
"49",93615934,"EL DORADO","PRIVATE","PLACERVILLE","CEDAR SPRINGS WALDORF SCHOOL",13,"12",92,1,8,0,0,6,46,7,54,7,54,7,54,6,46,6,46,7,54,"'Y'",0.461538461538462,60,"Licensed","CEDAR SPRINGS WALDORF SCHOOL","6029 GOLD MEADOWS ROAD","PLACERVILLE","CA",95667,"(530) 642-9903",-120.863585,38.691861
"50",93615992,"EL DORADO","PRIVATE","EL DORADO HILLS","FROGGIE FRONTIER",59,"59",100,0,0,0,0,3,5,56,95,59,100,56,95,59,100,58,98,56,95,"'Y'",0.0508474576271186,36,"Licensed","FROGGIE FRONTIER","1001 OLSON LANE","EL DORADO HILLS","CA",95762,"(916) 933-3714",-121.0791409,38.6766236
"51",93616106,"EL DORADO","PRIVATE","SHINGLE SPRINGS","+ACI-ADVENTURE BEGINS",27,"24",89,3,11,0,0,0,0,25,93,24,89,25,93,25,93,24,89,24,89,"'Y'",0,35,"Licensed","ADVENTURE BEGINS","3841 PONDEROSA ROAD","SHINGLE SPRINGS","CA",95682,"(530) 676-4415",-120.938156,38.66795
"52",93616601,"EL DORADO","PRIVATE","EL DORADO HILLS","ITS KIDS TIME",12,"0",0,12,100,0,0,0,0,6,50,6,50,6,50,6,50,0,0,11,92,"'Y'",0,37,"Licensed","ITS KIDS TIME","4363 TOWN CENTER BLVD. #110","EL DORADO HILLS","CA",95762,"(916) 932-8463",-121.0660436,38.6518556
"53",93616621,"EL DORADO","PRIVATE","RESCUE","GREEN VALLEY PRESCHOOL",19,"19",100,0,0,0,0,0,0,19,100,19,100,19,100,19,100,19,100,19,100,"'Y'",0,21,"Licensed","GREEN VALLEY PRESCHOOL","2380 BASS LAKE ROAD","RESCUE","CA",95672,"(530) 295-2293",-121.009143,38.696421
"54",93616691,"EL DORADO","PRIVATE","SOUTH LAKE TAHOE","TAHOE CENTER",20,"20",100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,"'Y'",0,34,"Licensed","TAHOE CENTER","1286 KYBURZ AVENUE","SOUTH LAKE TAHOE","CA",96158,"(530) 543-8242",-119.9985265,38.904521
"55",93616872,"EL DORADO","PRIVATE","EL DORADO HILLS","+ACI-MADRONE MONTESSORI SCHOOL",25,"25",100,0,0,0,0,8,32,17,68,17,68,17,68,17,68,17,68,17,68,"'Y'",0.32,74,"Licensed","MADRONE MONTESSORI SCHOOL","5001 WINDPLAY DRIVE #1","EL DORADO HILLS","CA",95762,"(530) 676-4110",-121.0716718,38.6395951
"56",93616919,"EL DORADO","PRIVATE","EL DORADO HILLS","MARBLE VALLEY SCHOOL",10,"9",90,1,10,0,0,1,10,9,90,9,90,10,100,10,100,9,90,10,100,"'Y'",0.1,9,"Licensed","MARBLE VALLEY PRESCHOOL","5005 HILLSDALE CIRCLE","EL DORADO HILLS","CA",95762,"(916) 933-5122",-121.061433,38.624052
"57",310300416,"PLACER","PRIVATE","LOOMIS","LOOMIS COMMUNITY PRESCHOOL",33,"29",88,4,12,0,0,1,3,31,94,32,97,32,97,32,97,29,88,32,97,"'Y'",0.0303030303030303,32,"Licensed","LOOMIS COMMUNITY NURSERY CO-OP","6414 BRACE ROAD","LOOMIS","CA",95650,"(916) 652-7842",-121.183436,38.809652
"58",310300569,"PLACER","PRIVATE","ROSEVILLE","ROSEVILLE COMMUNITY PRESCHOOL",83,"66",80,17,20,0,0,10,12,66,80,68,82,67,81,75,90,61,73,68,82,"'Y'",0.120481927710843,27,"Licensed","ROSEVILLE COOP PRESCHOOL","50 CORPORATION YARD RD. GATE J","ROSEVILLE","CA",95678,"(916) 786-9536",-121.2912463,38.7637052
"59",310300688,"PLACER","PRIVATE","TAHOE CITY","TAHOE COMMUNITY NURSERY SCHOOL",29,"23",79,6,21,1,3,4,14,19,66,21,72,19,66,20,69,19,66,19,66,"'Y'",0.137931034482759,29,"Licensed","TAHOE COMMUNITY NURSERY SCHOOL","3125 NORTH LAKE BOULEVARD","TAHOE CITY","CA",96145,"(530) 583-3331",-120.107491,39.190894
"60",310300728,"PLACER","PRIVATE","AUBURN","+ACI-TUTOR TOTTER",20,"17",85,3,15,0,0,4,20,17,85,18,90,15,75,16,80,14,70,18,90,"'Y'",0.2,29,"Licensed","TUTOR TOTTER","220 CHRISTIAN VALLEY ROAD","AUBURN","CA",95602,"(530) 878-8394",-121.03698,38.957459
"61",310305284,"PLACER","HEAD START","FORESTHILL","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",19,"13",68,6,32,0,0,2,11,17,89,17,89,15,79,11,58,17,89,17,89,"'Y'",0.105263157894737,24,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","24745 HARRISON ST.","FORESTHILL","CA",95631,"(530) 367-2847",-120.813212,39.022303
"62",310306144,"PLACER","PRIVATE","FORESTHILL","FOREST COTTAGE PRESCHOOL CHILD CARE CENTER",33,"30",91,3,9,0,0,6,18,27,82,28,85,27,82,26,79,26,79,27,82,"'Y'",0.181818181818182,66,"Licensed","FOREST COTTAGE PRESCHOOL & CHILD CARE CENTER","20030 SPRING GARDEN RD","FORESTHILL","CA",95631,"(530) 367-2103",-120.9068076,39.0021795
"63",310306371,"PLACER","HEAD START","CLIPPER GAP","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",20,"19",95,1,5,0,0,1,5,19,95,19,95,19,95,18,90,19,95,19,95,"'Y'",0.05,24,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","15820 APPLEGATE ROAD","CLIPPER GAP","CA",95703,"(530) 878-1600",-121.0024802,38.9879286
"64",310306469,"PLACER","HEAD START","ROSEVILLE","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",39,"36",92,3,8,0,0,1,3,38,97,38,97,38,97,35,90,38,97,38,97,"'Y'",0.0256410256410256,40,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","201 NORTH GRANT","ROSEVILLE","CA",95678,"(916) 783-5527",-121.2862557,38.75
"65",310306626,"PLACER","PRIVATE","ROSEVILLE","MONTESSORI HOUSE OF CHILDREN",20,"19",95,1,5,0,0,0,0,19,95,20,100,20,100,20,100,19,95,20,100,"'Y'",0,24,"Licensed","MONTESSORI HOUSE OF CHILDREN","314 FOLSOM RD.","ROSEVILLE","CA",95678,"(916) 786-6533",-121.276985,38.74568
"66",310308261,"PLACER","PRIVATE","AUBURN","BELLS PRESCHOOL AND CHILD CARE CENTER",42,"40",95,2,5,0,0,0,0,40,95,41,98,42,100,42,100,40,95,41,98,"'Y'",0,36,"Licensed","BELLS PRESCHOOL AND CHILD CARE CENTER","10810 ATWOOD RD","AUBURN","CA",95603,"(530) 823-9860",-121.112945,38.93387
"67",310308572,"PLACER","PRIVATE","GRANITE BAY","GRANITE BAY CHRISTIAN PRESCHOOL",29,"21",72,8,28,0,0,2,7,23,79,26,90,25,86,26,90,23,79,22,76,"'Y'",0.0689655172413793,48,"Licensed","GRANITE BAY CHRISTIAN PRESCHOOL","6365 DOUGLAS BLVD","GRANITE BAY","CA",95746,"(916) 791-4661",-121.1826987,38.7439697
"68",310309265,"PLACER","PRIVATE","ROSEVILLE","KINDERCARE LEARNING CENTER",25,"19",76,6,24,0,0,0,0,19,76,20,80,19,76,20,80,21,84,21,84,"'Y'",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",310310788,"PLACER","PRIVATE","ROCKLIN","MERRYHILL SCHOOL",51,"48",94,3,6,0,0,3,6,49,96,51,100,50,98,50,98,49,96,51,100,"'Y'",0.0588235294117647,94,"Licensed","MERRYHILL SCHOOL-ROCKLIN","4149 ROCKLIN ROAD","ROCKLIN","CA",95677,"(916) 624-4511",-121.230261,38.789434
"70",310310789,"PLACER","PRIVATE","ROSEVILLE","MERRYHILL COUNTRY SCHOOL",96,"43",45,53,55,0,0,1,1,44,46,61,64,55,57,71,74,56,58,53,55,"'Y'",0.0104166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",310310851,"PLACER","PRIVATE","AUBURN","A STAR IS BORN",40,"35",88,5,13,0,0,2,5,36,90,38,95,35,88,38,95,36,90,36,90,"'Y'",0.05,48,"Licensed","A STAR IS BORN","206 LINCOLN WAY","AUBURN","CA",95603,"(530) 823-7827",-121.0645799,38.9100393
"72",310312069,"PLACER","PRIVATE","AUBURN","AUBURN DISCOVERY MONTESSORI SCHOOL",47,"41",87,6,13,0,0,6,13,41,87,40,85,41,87,42,89,39,83,38,81,"'Y'",0.127659574468085,75,"Licensed","AUBURN DISCOVERY MONTESSORI SCHOOL","1273 HIGH ST","AUBURN","CA",95603,"(530) 823-9577",-121.0745003,38.891784
"73",310312080,"PLACER","PRIVATE","ROCKLIN","KINDERCARE LEARNING CENTER",40,"24",60,16,40,0,0,0,0,34,85,35,88,40,100,40,100,35,88,40,100,"'Y'",0,76,"Licensed","KINDERCARE LEARNING CENTER - MARLEE (PS)","3431 MARLEE WY","ROCKLIN","CA",95677,"(916) 624-7831",-121.2631097,38.7918802
"74",310312323,"PLACER","PRIVATE","LINCOLN","RAINBOW JUNCTION PRESCHOOL AND DAY CARE",30,"30",100,0,0,0,0,0,0,30,100,30,100,30,100,30,100,30,100,30,100,"'Y'",0,40,"Licensed","RAINBOW JUNCTION PRESCHOOL AND DAY CARE","595 A STREET","LINCOLN","CA",95648,"(916) 645-1099",-121.284888,38.892913
